"Document Title","Authors","Publication Year","Title: Skin","Abstract: Skin","First Removal","Abstract: Traditional ML","Second Removal","Duplication Status","Third Removal","Accepted or not","Proposed Model","Tasks (Objectives)","Used Databases"," Proposed Methodology"," Evaluation Metrics and Results","Abstract","DOI","Author Keywords","Article Citation Count","PDF Link"
"A Deep Learning Based Framework for Diagnosing Multiple Skin Diseases in a Clinical Environment","Zhu C.-Y.; Wang Y.-K.; Chen H.-P.; Gao K.-L.; Shu C.; Wang J.-C.; Yan L.-F.; Yang Y.-G.; Xie F.-Y.; Liu J.","2021","1","0","0","0","0","Unique","0","","","","","","","Background: Numerous studies have attempted to apply artificial intelligence (AI) in the dermatological field, mainly on the classification and segmentation of various dermatoses. However, researches under real clinical settings are scarce. Objectives: This study was aimed to construct a novel framework based on deep learning trained by a dataset that represented the real clinical environment in a tertiary class hospital in China, for better adaptation of the AI application in clinical practice among Asian patients. Methods: Our dataset was composed of 13,603 dermatologist-labeled dermoscopic images, containing 14 categories of diseases, namely lichen planus (LP), rosacea (Rosa), viral warts (VW), acne vulgaris (AV), keloid and hypertrophic scar (KAHS), eczema and dermatitis (EAD), dermatofibroma (DF), seborrheic dermatitis (SD), seborrheic keratosis (SK), melanocytic nevus (MN), hemangioma (Hem), psoriasis (Pso), port wine stain (PWS), and basal cell carcinoma (BCC). In this study, we applied Google's EfficientNet-b4 with pre-trained weights on ImageNet as the backbone of our CNN architecture. The final fully-connected classification layer was replaced with 14 output neurons. We added seven auxiliary classifiers to each of the intermediate layer groups. The modified model was retrained with our dataset and implemented using Pytorch. We constructed saliency maps to visualize our network's attention area of input images for its prediction. To explore the visual characteristics of different clinical classes, we also examined the internal image features learned by the proposed framework using t-SNE (t-distributed Stochastic Neighbor Embedding). Results: Test results showed that the proposed framework achieved a high level of classification performance with an overall accuracy of 0.948, a sensitivity of 0.934 and a specificity of 0.950. We also compared the performance of our algorithm with three most widely used CNN models which showed our model outperformed existing models with the highest area under curve (AUC) of 0.985. We further compared this model with 280 board-certificated dermatologists, and results showed a comparable performance level in an 8-class diagnostic task. Conclusions: The proposed framework retrained by the dataset that represented the real clinical environment in our department could accurately classify most common dermatoses that we encountered during outpatient practice including infectious and inflammatory dermatoses, benign and malignant cutaneous tumors. © Copyright © 2021 Zhu, Wang, Chen, Gao, Shu, Wang, Yan, Yang, Xie and Liu.","10.3389/fmed.2021.626369","artificial intelligence; convolutional neural networks; deep learning; dermatology; dermoscopy; skin diseases; skin imaging","68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105134210&doi=10.3389%2ffmed.2021.626369&partnerID=40&md5=96255c5f847a8a0a5a62f02281f1deff"
"Novel transfer learning approach for medical imaging with limited labeled data","Alzubaidi L.; Al-Amidie M.; Al-Asadi A.; Humaidi A.J.; Al-Shamma O.; Fadhel M.A.; Zhang J.; Santamaría J.; Duan Y.","2021","0","1","0","0","0","Unique","0","","","","","","","Deep learning requires a large amount of data to perform well. However, the field of medical image analysis suffers from a lack of sufficient data for training deep learning models. Moreover, medical images require manual labeling, usually provided by human annotators coming from various backgrounds. More importantly, the annotation process is time-consuming, expensive, and prone to errors. Transfer learning was introduced to reduce the need for the annotation process by transferring the deep learning models with knowledge from a previous task and then by fine-tuning them on a relatively small dataset of the current task. Most of the methods of medical image classification employ transfer learning from pretrained models, e.g., ImageNet, which has been proven to be ineffective. This is due to the mismatch in learned features between the natural image, e.g., ImageNet, and medical images. Additionally, it results in the utilization of deeply elaborated models. In this paper, we propose a novel transfer learning approach to overcome the previous drawbacks by means of training the deep learning model on large unlabeled medical image datasets and by next transferring the knowledge to train the deep learning model on the small amount of labeled medical images. Additionally, we propose a new deep convolutional neural network (DCNN) model that combines recent advancements in the field. We conducted several experiments on two challenging medical imaging scenarios dealing with skin and breast cancer classification tasks. According to the reported results, it has been empirically proven that the proposed approach can significantly improve the performance of both classification scenarios. In terms of skin cancer, the proposed model achieved an F1-score value of 89.09% when trained from scratch and 98.53% with the proposed approach. Secondly, it achieved an accuracy value of 85.29% and 97.51%, respectively, when trained from scratch and using the proposed approach in the case of the breast cancer scenario. Finally, we concluded that our method can possibly be applied to many medical imaging problems in which a substantial amount of unlabeled image data is available and the labeled image data is limited. Moreover, it can be utilized to improve the performance of medical imaging tasks in the same domain. To do so, we used the pretrained skin cancer model to train on feet skin to classify them into two classes—either normal or abnormal (diabetic foot ulcer (DFU)). It achieved an F1-score value of 86.0% when trained from scratch, 96.25% using transfer learning, and 99.25% using double-transfer learning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","10.3390/cancers13071590","Convolution neural network (CNN); Deep learning; Machine learning; Medical image analysis; Transfer learning","210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103279104&doi=10.3390%2fcancers13071590&partnerID=40&md5=25963483590bdb8c52933af04fde4b15"
"A novel convolutional neural network for the diagnosis and classification of rosacea: Usability study","Zhao Z.; Wu C.-M.; Zhang S.; He F.; Liu F.; Wang B.; Huang Y.; Shi W.; Jian D.; Xie H.; Yeh C.-Y.; Li J.","2021","0","1","0","0","0","Unique","0","","","","","","","Background: Rosacea is a chronic inflammatory disease with variable clinical presentations, including transient flushing, fixed erythema, papules, pustules, and phymatous changes on the central face. Owing to the diversity in the clinical manifestations of rosacea, the lack of objective biochemical examinations, and nonspecificity in histopathological findings, accurate identification of rosacea is a big challenge. Artificial intelligence has emerged as a potential tool in the identification and evaluation of some skin diseases such as melanoma, basal cell carcinoma, and psoriasis. Objective: The objective of our study was to utilize a convolutional neural network (CNN) to differentiate the clinical photos of patients with rosacea (taken from 3 different angles) from those of patients with other skin diseases such as acne, seborrheic dermatitis, and eczema that could be easily confused with rosacea. Methods: In this study, 24,736 photos comprising of 18,647 photos of patients with rosacea and 6089 photos of patients with other skin diseases such as acne, facial seborrheic dermatitis, and eczema were included and analyzed by our CNN model based on ResNet-50. Results: The CNN in our study achieved an overall accuracy and precision of 0.914 and 0.898, with an area under the receiver operating characteristic curve of 0.972 for the detection of rosacea. The accuracy of classifying 3 subtypes of rosacea, that is, erythematotelangiectatic rosacea, papulopustular rosacea, and phymatous rosacea was 83.9%, 74.3%, and 80.0%, respectively. Moreover, the accuracy and precision of our CNN to distinguish rosacea from acne reached 0.931 and 0.893, respectively. For the differentiation between rosacea, seborrheic dermatitis, and eczema, the overall accuracy of our CNN was 0.757 and the precision was 0.667. Finally, by comparing the CNN diagnosis with the diagnoses by dermatologists of different expertise levels, we found that our CNN system is capable of identifying rosacea with a performance superior to that of resident doctors or attending physicians and comparable to that of experienced dermatologists. Conclusions: The findings of our study showed that by assessing clinical images, the CNN system in our study could identify rosacea with accuracy and precision comparable to that of an experienced dermatologist. © Zhixiang Zhao, Che-Ming Wu, Shuping Zhang, Fanping He, Fangfen Liu, Ben Wang, Yingxue Huang, Wei Shi, Dan Jian, Hongfu Xie, Chao-Yuan Yeh, Ji Li.","10.2196/23415","Artificial intelligence; Convolutional neural networks; Rosacea","37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103617697&doi=10.2196%2f23415&partnerID=40&md5=373f42661f774f7a00100d582f2a7ef5"
"Reducing the impact of confounding factors on skin cancer classification via image segmentation: Technical Model Study","Maron R.C.; Hekler A.; Krieghoff-Henning E.; Schmitt M.; Schlager J.G.; Utikal J.S.; Brinker T.J.","2021","1","1","0","0","0","Unique","0","","","","","","","Background: Studies have shown that artificial intelligence achieves similar or better performance than dermatologists in specific dermoscopic image classification tasks. However, artificial intelligence is susceptible to the influence of confounding factors within images (eg, skin markings), which can lead to false diagnoses of cancerous skin lesions. Image segmentation can remove lesion-adjacent confounding factors but greatly change the image representation. Objective: The aim of this study was to compare the performance of 2 image classification workflows where images were either segmented or left unprocessed before the subsequent training and evaluation of a binary skin lesion classifier. Methods: Separate binary skin lesion classifiers (nevus vs melanoma) were trained and evaluated on segmented and unsegmented dermoscopic images. For a more informative result, separate classifiers were trained on 2 distinct training data sets (human against machine [HAM] and International Skin Imaging Collaboration [ISIC]). Each training run was repeated 5 times. The mean performance of the 5 runs was evaluated on a multi-source test set (n=688) consisting of a holdout and an external component. Results: Our findings showed that when trained on HAM, the segmented classifiers showed a higher overall balanced accuracy (75.6% [SD 1.1%]) than the unsegmented classifiers (66.7% [SD 3.2%]), which was significant in 4 out of 5 runs (P<.001). The overall balanced accuracy was numerically higher for the unsegmented ISIC classifiers (78.3% [SD 1.8%]) than for the segmented ISIC classifiers (77.4% [SD 1.5%]), which was significantly different in 1 out of 5 runs (P=.004). Conclusions: Image segmentation does not result in overall performance decrease but it causes the beneficial removal of lesion-adjacent confounding factors. Thus, it is a viable option to address the negative impact that confounding factors have on deep learning models in dermatology. However, the segmentation step might introduce new pitfalls, which require further investigations. © 2021 Journal of Medical Internet Research. All rights reserved.","10.2196/21695","Artifacts; Artificial intelligence; Confounding factors; Deep learning; Dermatology; Diagnosis; Image segmentation; Melanoma; Neural networks; Nevus","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512986&doi=10.2196%2f21695&partnerID=40&md5=8353ab2d737f03a4bcc4d741ec0147f2"
"Data augmentation for skin lesion using self-attention based progressive generative adversarial network","Abdelhalim I.S.A.; Mohamed M.F.; Mahdy Y.B.","2021","1","1","0","0","0","Unique","0","","","","","","","While recent years have witnessed the remarkable success of deep learning methods in automated skin lesion detection systems, there still exists a gap between manual assessment of experts and automated evaluation of computers. The reason behind such a gap is the deep learning models demand considerable amounts of data, while the availability of annotated images is often limited. Data Augmentation (DA) is one way to mitigate the lack of labeled data; however, the augmented images intrinsically have a similar distribution to the original ones, leading to limited performance improvement. To satisfy the data lack in the real image distribution, we synthesize skin lesion images – realistic but completely different from the original ones – using Generative Adversarial Networks (GANs). In this paper, we propose the Self-attention Progressive Growing of GANs (SPGGANs) to generate fine-grained 256 × 256 skin lesion images for Convolutional Neural Network-based melanoma detection, which is challenging via conventional GANs; difficulties arise due to unstable GAN training with high resolution and a variety of skin lesions in size, shape, and location. In SPGGAN, details can be generated using aggregated information from all feature locations. Moreover, the discriminator can monitor that highly detailed features in distant portions of the image are consistent with each other. Furthermore, the Two-Timescale Update Rule (TTUR) is applied to SPGGAN (SPGGAN-TTUR) to improve stability while generating 256 × 256 skin lesion images. SPGGAN-TTUR is evaluated on data generation and classification tasks using the HAM10000 dataset. Our results confirm the importance of our proposed GAN-based DA approach for training skin lesion classifiers and indicate that it can lead to statistically significant improvements (p-value <0.05) in the sensitivity (recall) over non-augmented and augmented, with classical DA, counterparts. In general, in the case of all classes, The sensitivity improvements were 5.6% and 2.5% over non-augmented and augmented (with the best DA scheme) counterparts, respectively. Specifically, in the case of melanoma class, the sensitivity improvements were 13.8% and 8.6%. We believe that the proposed approach can be adopted in clinical practice to improve the sensitivity of automated skin lesion detection in dermoscopic images and thus support dermatologists’ efforts to improve melanoma diagnosis. © 2020 Elsevier Ltd","10.1016/j.eswa.2020.113922","Data augmentation; Data imbalance; Deep learning; Generative models; Skin cancer","114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090417710&doi=10.1016%2fj.eswa.2020.113922&partnerID=40&md5=897b80d2bd7438f71195fd366bdb3bbd"
"Performance of a deep neural network in teledermatology: a single-centre prospective diagnostic study","Muñoz-López C.; Ramírez-Cornejo C.; Marchetti M.A.; Han S.S.; Del Barrio-Díaz P.; Jaque A.; Uribe P.; Majerson D.; Curi M.; Del Puerto C.; Reyes-Baraona F.; Meza-Romero R.; Parra-Cares J.; Araneda-Ortega P.; Guzmán M.; Millán-Apablaza R.; Nuñez-Mora M.; Liopyris K.; Vera-Kellet C.; Navarrete-Dechent C.","2021","0","1","0","0","0","Unique","0","","","","","","","Background: The use of artificial intelligence (AI) algorithms for the diagnosis of skin diseases has shown promise in experimental settings but has not been yet tested in real-life conditions. Objective: To assess the diagnostic performance and potential clinical utility of a 174-multiclass AI algorithm in a real-life telemedicine setting. Methods: Prospective, diagnostic accuracy study including consecutive patients who submitted images for teledermatology evaluation. The treating dermatologist chose a single image to upload to a web application during teleconsultation. A follow-up reader study including nine healthcare providers (3 dermatologists, 3 dermatology residents and 3 general practitioners) was performed. Results: A total of 340 cases from 281 patients met study inclusion criteria. The mean (SD) age of patients was 33.7 (17.5) years; 63% (n = 177) were female. Exposure to the AI algorithm results was considered useful in 11.8% of visits (n = 40) and the teledermatologist correctly modified the real-time diagnosis in 0.6% (n = 2) of cases. The overall top-1 accuracy of the algorithm (41.2%) was lower than that of the dermatologists (60.1%), residents (57.8%) and general practitioners (49.3%) (all comparisons P < 0.05, in the reader study). When the analysis was limited to the diagnoses on which the algorithm had been explicitly trained, the balanced top-1 accuracy of the algorithm (47.6%) was comparable to the dermatologists (49.7%) and residents (47.7%) but superior to the general practitioners (39.7%; P = 0.049). Algorithm performance was associated with patient skin type and image quality. Conclusions: A 174-disease class AI algorithm appears to be a promising tool in the triage and evaluation of lesions with patient-taken photographs via telemedicine. © 2020 European Academy of Dermatology and Venereology","10.1111/jdv.16979","","49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096653421&doi=10.1111%2fjdv.16979&partnerID=40&md5=f78267056bb08f511e6fd55f27725c16"
"A new deep learning approach integrated with clinical data for the dermoscopic differentiation of early melanomas from atypical nevi","Tognetti L.; Bonechi S.; Andreini P.; Bianchini M.; Scarselli F.; Cevenini G.; Moscarella E.; Farnetani F.; Longo C.; Lallas A.; Carrera C.; Puig S.; Tiodorovic D.; Perrot J.L.; Pellacani G.; Argenziano G.; Cinotti E.; Cataldo G.; Balistreri A.; Mecocci A.; Gori M.; Rubegni P.; Cartocci A.","2021","0","1","0","0","0","Unique","0","","","","","","","Background: Timely recognition of malignant melanoma (MM) is challenging for dermatologists worldwide and represents the main determinant for mortality. Dermoscopic examination is influenced by dermatologists’ experience and fails to achieve adequate accuracy and reproducibility in discriminating atypical nevi (AN) from early melanomas (EM). Objective: We aimed to develop a Deep Convolutional Neural Network (DCNN) model able to support dermatologists in the classification and management of atypical melanocytic skin lesions (aMSL). Methods: A training set (630 images), a validation set (135) and a testing set (214) were derived from the idScore dataset of 979 challenging aMSL cases in which the dermoscopic image is integrated with clinical data (age, sex, body site and diameter) and associated with histological data. A DCNN_aMSL architecture was designed and then trained on both dermoscopic images of aMSL and the clinical/anamnestic data, resulting in the integrated “iDCNN_aMSL” model. Responses of 111 dermatologists with different experience levels on both aMSL classification (intuitive diagnosis) and management decisions (no/long follow-up; short follow-up; excision/preventive excision) were compared with the DCNNs models. Results: In the lesion classification study, the iDCNN_aMSL achieved the best accuracy, reaching an AUC = 90.3 %, SE = 86.5 % and SP = 73.6 %, compared to DCNN_aMSL (SE = 89.2 %, SP = 65.7 %) and intuitive diagnosis of dermatologists (SE = 77.0 %; SP = 61.4 %). Conclusions: The iDCNN_aMSL proved to be the best support tool for management decisions reducing the ratio of inappropriate excision. The proposed iDCNN_aMSL model can represent a valid support for dermatologists in discriminating AN from EM with high accuracy and for medical decision making by reducing their rates of inappropriate excisions. © 2020 Japanese Society for Investigative Dermatology","10.1016/j.jdermsci.2020.11.009","Cutaneous melanoma; Deep convolutional neural network; Deep learning; Dermoscopy; Integrated diagnosis; Non-invasive imaging","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098080028&doi=10.1016%2fj.jdermsci.2020.11.009&partnerID=40&md5=7c2f1b2d2662a357c2fb41b0158e0a01"
"Explainable skin lesion diagnosis using taxonomies","Barata C.; Celebi M.E.; Marques J.S.","2021","1","1","0","0","0","Unique","0","","","","","","","Deep neural networks have rapidly become an indispensable tool in many classification applications. However, the inclusion of deep learning methods in medical diagnostic systems has come at the cost of diminishing their explainability. This significantly reduces the safety of a diagnostic system, since the physician is unable to interpret and validate the output. Therefore, in this work we aim to address this major limitation and improve the explainability of a skin cancer diagnostic system. We propose to leverage two sources of information: (i) medical knowledge, in particular the taxonomic organization of skin lesions, which will be used to develop a hierarchical neural network; and (ii) recent advances in channel and spatial attention modules, which can identify interpretable features and regions in dermoscopy images. We demonstrate that the proposed approach achieves competitive results in two dermoscopy data sets (ISIC 2017 and 2018) and provides insightful information about its decisions, thus increasing the safety of the model. © 2020","10.1016/j.patcog.2020.107413","Channel attention; Explainability; Hierarchical deep learning; Safety-critical CADS; Skin cancer; Spatial attention","105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085040302&doi=10.1016%2fj.patcog.2020.107413&partnerID=40&md5=54f53f3e17323e806531e7da8bdcfd51"
"The Effects of Masking in Melanoma Image Classification with CNNs Towards International Standards for Image Preprocessing","Nunnari F.; Ezema A.; Sonntag D.","2021","0","1","0","0","0","First occurrence","0","","","","","","","The classification of skin lesion images is known to be biased by artifacts of the surrounding skin, but it is still not clear to what extent masking out healthy skin pixels influences classification performances, and why. To better understand this phenomenon, we apply different strategies of image masking (rectangular masks, circular masks, full masking, and image cropping) to three datasets of skin lesion images (ISIC2016, ISIC2018, and MedNode). We train CNN-based classifiers, provide performance metrics through a 10-fold cross-validation, and analyse the behaviour of Grad-CAM saliency maps through an automated visual inspection. Our experiments show that cropping is the best strategy to maintain classification performance and to significantly reduce training times as well. Our analysis through visual inspection shows that CNNs have the tendency to focus on pixels of healthy skin when no malignant features can be identified. This suggests that CNNs have the tendency of “eagerly” looking for pixel areas to justify a classification choice, potentially leading to biased discriminators. To mitigate this effect, and to standardize image preprocessing, we suggest to crop images during dataset construction or before the learning step. © 2021, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","10.1007/978-3-030-70569-5_16","AI standardization roadmap; Convolutional neural networks; Masking; Preprocessing; Reducing bias; Skin cancer","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104487178&doi=10.1007%2f978-3-030-70569-5_16&partnerID=40&md5=e5a3a9a3ea5008a51bb168adff04f300"
"Digital Diagnosis of Hand, Foot, and Mouth Disease Using Hybrid Deep Neural Networks","Verma S.; Razzaque M.A.; Sangtongdee U.; Arpnikanondt C.; Tassaneetrithep B.; Hossain A.","2021","0","1","0","0","0","First occurrence","0","","","","","","","Hand, Foot and Mouth Disease (HFMD) is a highly contagious paediatric disease showing up symptoms like fever, diarrhoea, oral ulcers and rashes on the hands and foot, and even in the mouth. This disease has become an epidemic with several outbreaks in many Asian-Pacific countries with the basic reproduction number $R_{0} > 1$. HFMD's diagnosis is very challenging as its lesion pattern may appear quite similar to other skin diseases such as herpangina, aseptic meningitis, and poliomyelitis. Therefore, clinical symptoms are essential besides skin lesion's pattern and position for precise diagnose of this disease. A deep learning-based HFMD detection system can play a significant role in the digital diagnosis of this disease. Various machine learning and deep learning architectures have been proposed for skin disease diagnosis and classification. However, these models are limited to the image classification problem. The diagnosis of similar appearing skin diseases using the image classification approach may result in misclassification or misdiagnosis of the disease. Parallel integration of clinical symptoms and images can improve disease diagnosis and classification performance. However, no deep learning architecture has been developed to diagnose HFMD disease from images and clinical data. This paper has proposed a novel Hybrid Deep Neural Networks integrating Multi-Layer Perceptron (MLP) network and Convolutional Neural Network into a single framework for the diagnosis of HFMD using the integrated features from clinical and image data. The proposed Hybrid Deep Neural Networks is particularly a multi branched model comprising of Multi-Layer Perceptron (MLP) network in the first branch to extract the clinical features and the modified pre-trained CNN architecture: MobileNet or NasNetMobile in the second branch to extract the features from skin disease lesion images. The features learnt from both the branches are merged to form an integrated feature from clinical data and images, which is fed to the subsequent classification network. We conducted several experiments employing image data only, clinical data only and both sources of data. The analyses compared and evaluated the performance of a typical MLP model and CNN model with our proposed Hybrid Deep Neural Networks. The novel approach promotes the existing image classification model and clinical symptoms based disease classification model, particularly the MLP model. From the cross-validated experiments, the results reveal that the proposed Hybrid Deep Neural Networks can diagnose the disease 99%-100% accurately. © 2013 IEEE.","10.1109/ACCESS.2021.3120199","CNN; convolution neural network; hand foot mouth and disease; HFMD; hybrid deep neural network; image classification; mobilenet; NasNetMobile; Thailand","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117840474&doi=10.1109%2fACCESS.2021.3120199&partnerID=40&md5=fff67e694292b13397ccee29ec5e8900"
"Medical and organizational approaches to early diagnosis of skin melanoma","Neretin E.Yu.; Kozlov S.V.; Zolotareva T.G.","2021","1","1","0","0","0","Unique","0","","","","","","","Introduction. The most significant problem is the early diagnosis of skin melanoma (SM). In many countries of the world, there is a constant increase in the incidence rate, and the organization of population screening can help solve this problem. Purpose of the study. Evaluation of the use of multi-agent technology in the diagnosis of SM. Material and methods. Study design: at the 1st stage, primary medical documentation was studied — Charts No. 090/y; 027-2/y, statistical reports of the Samara Regional Clinical Oncological Dispensary — Charts No. 7, No. 35, according to the results revealed at stage 2. There was developed and implemented multiagent technology for SM diagnostics, including various agents of both qualified and specialized levels, these were both individuals and teams of departments who worked in close contact: a public relations agent; artificial intelligence secondary prevention planning agent; agent for training doctors and nurses, patients in the basics of early diagnosis and assessing their level of training; an agent for evaluating performance indicators. Results. After introducing the multi-agent system, the indicator of the share of 1–2 stages of MC in 2010–2019. increased by 48.3% compared to the period 2000–2009 and outpaced the growth in the total number of patients with SM by 6.96%; from 2010 to 2019 the proportion of patients with SM who were actively identified began to increase; one-year mortality rate from 2010 to 2019 decreased in waves (y = 0.0003x5 – 0.0104x4 – 0.2647x3 + 1.4818x2 – 1.8942x + 10.585; R2 = 0.554). Conclusion. The use of multi-agent technology makes it possible to reduce the one-year mortality rate, to achieve a faster growth rate of the newly detected number of patients with an early stage of SM (stage 1–2) compared to the increase in the number of cases, to improve the indicators of early diagnosis, active detection of skin melanoma, which is a positive result. © AUTHORS, 2021.","10.47470/0044-197X-2021-65-6-557-564","Early diagnosis; Expert system; Multi-agent technology for the diagnosis; Skin melanoma; Skin melanoma database","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123791294&doi=10.47470%2f0044-197X-2021-65-6-557-564&partnerID=40&md5=5661890f970c3f47edea8422dd4b5909"
"DEVELOPMENT OF A COMPREHENSIVE METHOD FOR THE DERMATOSCOPIC IMAGES ANALYSIS OF THE FACIAL SKIN WITH ACNE","Selivanova K.G.; Trubitsin A.A.; Avrunin О.G.","2021","1","1","0","0","0","Unique","0","","","","","","","Background: One of the most common inflammatory chronic and recurrent skin diseases is acne (“acne vulgaris”), which appears itself as open or closed comedones and inflammatory skin lesions in the form of papules, pustules, nodes, etc. It has been established that acne is one of the most common dermatoses, since, according to modern data, it affects about 9.4% of the population. During adolescence, up to 90% of people suffer, and in adulthood — about 20% with varying degrees of severity. Currently, there are many approaches to treating this disease through various cosmetic treatments such as phototherapy, ultrasonic skin cleansing, mesotherapy, chemical peels, and medication. Therefore, the development of methods and means of differential diagnosis of acne is one of the urgent tasks in the field of biomedical engineering, dermatology, and clinical medicine, since this allows timely identification of the localization of the disease, its causes, and prescribing appropriate treatment. However, the solution to the problem of monitoring the dynamics of external manifestations of the disease is possible only with the use of combined mathematical methods for image analysis. Objectives: To develop a comprehensive method for analyzing dermatoscopic images for monitoring the external manifestations of acne disease during treatment and isolating the affected areas of the facial skin. Materials and Methods: Dermatological preclinical researches of the skin were conducted in the laboratory of 3D-biomedical technologies of the Department of Biomedical Engineering of the Kharkiv National University of Radio Electronics, using a digital videodermatoscope BIO Bm6+ in daylight and a portable skin analyzer Skin Scope F-102 in the ultraviolet range. Clinical researches were conducted based on the Department of Pediatric Propaedeutics #2 of the Kharkiv National Medical University. The development of a software tool for image analysis was conducted out in Python programming using the libraries OpenCV, Scikit-image, Numpy, PIL, Mathplotlib. Determination of the affected skin areas and calculation of the parameters of inflammation were carried out using multi-Otsu methods and morphological segmentation of digital dermatoscopic images. Results: During the research, automated software was developed that allows to analyze in dynamics the nature of inflammatory processes and the area of facial skin lesions, as well as to carry out a differential diagnosis of acne disease. The proposed method for the analysis of dermatoscopic images makes it possible to perform color segmentation and obtain a map of the gradations of skin inflammations to control the dynamics during the prescribed treatment. Conclusions: The comprehensive method of analysis of dermatoscopic images of the skin of the face makes it possible to effectively control the condition of the skin of the face from acne during treatment, while analyzing the degree of inflammatory processes and the area of lesions, where, using the developed software, in an automated mode, red gradations are calculated to detect the boundaries of inflammation, geometric parameters and percentage of lesions in relation to healthy facial skin. © Selivanova К. G., Trubitsin A. A., Avrunin O. G., 2021.","10.26565/2075-3810-2021-46-03","acne; color image segmentation; dermatology; dermatoscopic imaging; facial skin; multi-Otsu method; post-acne","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134680362&doi=10.26565%2f2075-3810-2021-46-03&partnerID=40&md5=bd8d3aee9c5cb3f0847308bd0b7d6de4"
"Machine learning techniques for mitoses classification","Nofallah S.; Mehta S.; Mercan E.; Knezevich S.; May C.J.; Weaver D.; Witten D.; Elmore J.G.; Shapiro L.","2021","0","1","0","0","0","Unique","0","","","","","","","Background: Pathologists analyze biopsy material at both the cellular and structural level to determine diagnosis and cancer stage. Mitotic figures are surrogate biomarkers of cellular proliferation that can provide prognostic information; thus, their precise detection is an important factor for clinical care. Convolutional Neural Networks (CNNs) have shown remarkable performance on several recognition tasks. Utilizing CNNs for mitosis classification may aid pathologists to improve the detection accuracy. Methods: We studied two state-of-the-art CNN-based models, ESPNet and DenseNet, for mitosis classification on six whole slide images of skin biopsies and compared their quantitative performance in terms of sensitivity, specificity, and F-score. We used raw RGB images of mitosis and non-mitosis samples with their corresponding labels as training input. In order to compare with other work, we studied the performance of these classifiers and two other architectures, ResNet and ShuffleNet, on the publicly available MITOS breast biopsy dataset and compared the performance of all four in terms of precision, recall, and F-score (which are standard for this data set), architecture, training time and inference time. Results: The ESPNet and DenseNet results on our primary melanoma dataset had a sensitivity of 0.976 and 0.968, and a specificity of 0.987 and 0.995, respectively, with F-scores of.968 and.976, respectively. On the MITOS dataset, ESPNet and DenseNet showed a sensitivity of 0.866 and 0.916, and a specificity of 0.973 and 0.980, respectively. The MITOS results using DenseNet had a precision of 0.939, recall of 0.916, and F-score of 0.927. The best published result on MITOS (Saha et al. 2018) reported precision of 0.92, recall of 0.88, and F-score of 0.90. In our architecture comparisons on MITOS, we found that DenseNet beats the others in terms of F-Score (DenseNet 0.927, ESPNet 0.890, ResNet 0.865, ShuffleNet 0.847) and especially Recall (DenseNet 0.916, ESPNet 0.866, ResNet 0.807, ShuffleNet 0.753), while ResNet and ESPNet have much faster inference times (ResNet 6 s, ESPNet 8 s, DenseNet 31 s). ResNet is faster than ESPNet, but ESPNet has a higher F-Score and Recall than ResNet, making it a good compromise solution. Conclusion: We studied several state-of-the-art CNNs for detecting mitotic figures in whole slide biopsy images. We evaluated two CNNs on a melanoma cancer dataset and then compared four CNNs on a public breast cancer data set, using the same methodology on both. Our methodology and architecture for mitosis finding in both melanoma and breast cancer whole slide images has been thoroughly tested and is likely to be useful for finding mitoses in any whole slide biopsy images. © 2020 Elsevier Ltd","10.1016/j.compmedimag.2020.101832","Convolutional neural networks; Machine learning; Melanoma; Mitoses; Pathology","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097453946&doi=10.1016%2fj.compmedimag.2020.101832&partnerID=40&md5=fa677c252bff3be428129299255301fd"
